Year,TradeFlowName,TradeValueK,first,second,third,fourth
2011,Export,582544.289,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2011,Import,13504,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2012,Export,383219.242,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2012,Import,15579.095,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2013,Export,221489.713,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2013,Import,24694.378,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2014,Export,306618.75,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2014,Import,50252.69,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2015,Export,303691.981,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2015,Import,41338.333,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2016,Export,394038.349,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2016,Import,36503.041,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2017,Export,372377.376,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2017,Import,46047.988,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2018,Export,332084.882,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2018,Import,46601.992,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2019,Export,330504.736,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2019,Import,33601.984,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Sugar and confectionery products: Other
2008,Export,94707.239,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2008,Import,4336.802,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2009,Export,111982.433,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2009,Import,2728.374,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2010,Export,206073.289,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2010,Import,3992.463,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2011,Export,316519.022,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2011,Import,4824.357,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2012,Export,182671.515,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2012,Import,5331.883,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2013,Export,91582.644,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2013,Import,2694.134,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2014,Export,181200.483,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2014,Import,2395.317,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2015,Export,132817.644,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2015,Import,3073.402,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2016,Export,170810.347,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2016,Import,3406.125,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2017,Export,182602.073,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2017,Import,2540.391,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2018,Export,179563.778,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2018,Import,3786.023,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2019,Export,169549.271,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2019,Import,2134.475,Manufactured commodities,Food and kindred products,Sugar and confectionery products,"Beet and cane sugar, molasses, and "
2008,Export,32055.864,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2008,Import,353.398,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2009,Export,28876.646,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2009,Import,321.651,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2010,Export,30153.804,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2010,Import,756.004,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2011,Export,34242.943,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2011,Import,525.922,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2012,Export,36298.354,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2012,Import,1142.136,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2013,Export,38557.219,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2013,Import,1043.396,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2014,Export,28208.162,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2014,Import,1763.56,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2015,Export,26295.052,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2015,Import,2191.461,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2016,Export,28845.824,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2016,Import,1477.832,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2017,Export,28473.166,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2017,Import,1876.137,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2018,Export,31512.233,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2018,Import,1099.139,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2019,Export,36539.224,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2019,Import,543.467,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Candy and other confectionery produ
2008,Export,108176.034,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2008,Import,724.94,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2009,Export,71532.588,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2009,Import,1645.467,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2010,Export,102138.828,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2010,Import,1030.373,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2011,Export,84319.053,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2011,Import,4452.86,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2012,Export,64375.992,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2012,Import,2709.794,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2013,Export,26511.19,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2013,Import,12388.196,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2014,Export,53676.225,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2014,Import,28719.677,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2015,Export,93582.667,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2015,Import,26786.4,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2016,Export,119989.184,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2016,Import,23824.414,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2017,Export,102008.135,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2017,Import,25769.809,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2018,Export,58020.078,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2018,Import,23882.318,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2019,Export,69389.894,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2019,Import,16306.747,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chocolate and cocoa products
2008,Export,4007.063,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2008,Import,236.178,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2009,Export,3043.573,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2009,Import,98.701,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2010,Export,3131.939,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2010,Import,57.098,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2011,Export,1269.605,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2011,Import,23.055,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2012,Export,1298.423,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2012,Import,52.073,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2013,Export,1408.527,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2013,Import,72.243,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2014,Export,770.495,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2014,Import,70.712,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2015,Export,67.223,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2015,Import,101.495,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2016,Export,79.855,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2016,Import,73.685,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2017,Export,68.989,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2017,Import,48.414,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2018,Export,83.635,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2018,Import,71.29,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2019,Export,728.613,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2019,Import,46.149,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Chewing gum
2008,Export,126516.151,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2008,Import,6931.606,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2009,Export,153610.155,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2009,Import,2399.419,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2010,Export,138619.396,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2010,Import,4473.673,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2011,Export,146193.666,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2011,Import,3677.806,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2012,Export,98574.958,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2012,Import,6343.209,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2013,Export,63430.133,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2013,Import,8496.409,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2014,Export,42763.385,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2014,Import,17303.424,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2015,Export,50929.395,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2015,Import,9185.575,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2016,Export,74313.139,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2016,Import,7720.985,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2017,Export,59225.013,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2017,Import,15813.237,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2018,Export,62905.158,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2018,Import,17763.222,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2019,Export,54297.734,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2019,Import,14571.146,Manufactured commodities,Food and kindred products,Sugar and confectionery products,Salted and roasted nuts
2008,Export,9052.795,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2008,Import,30193.782,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2009,Export,7186.203,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2009,Import,22688.538,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2010,Export,16515.47,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2010,Import,23147.921,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2011,Export,22855.903,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2011,Import,26308.021,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2011,Import,0.081,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2012,Export,15048.516,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2012,Import,35866.73,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2013,Export,11925.801,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2013,Import,58657.65,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2014,Export,22728.453,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2014,Import,38001.864,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2015,Export,19077.415,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2015,Import,34718.743,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2016,Export,13805.434,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2016,Import,34945.17,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2017,Export,35336.714,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2017,Import,39302.498,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2018,Export,48559.437,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2018,Import,51059.565,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2019,Export,118259.449,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2019,Import,40753.226,Manufactured commodities,Food and kindred products,Food preparations and related produ,Food preparations and related produ: Other
2008,Export,1.17,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2008,Import,312.028,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2009,Import,397.76,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2010,Export,4295.163,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2010,Import,437.938,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2011,Export,361.14,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2011,Import,311.006,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2012,Export,1306.196,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2012,Import,336.05,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2013,Export,1.732,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2013,Import,782.9,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2014,Export,1821.195,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2014,Import,318.535,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2015,Export,585.572,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2015,Import,328.999,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2016,Export,921.718,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2016,Import,462.819,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2017,Export,124.752,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2017,Import,335.802,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2018,Export,173.634,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2018,Import,413.434,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2019,Export,1.499,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2019,Import,442.656,Manufactured commodities,Food and kindred products,Food preparations and related produ,Cottonseed oil and byproducts
2008,Export,1179.154,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2008,Import,12326.065,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2009,Export,137.791,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2009,Import,8546.413,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2010,Export,744.044,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2010,Import,10548.899,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2011,Export,972.314,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2011,Import,14434.658,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2011,Import,0.081,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2012,Export,2299.227,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2012,Import,25957.712,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2013,Export,2659.353,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2013,Import,45554.221,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2014,Export,6873.828,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2014,Import,22174.471,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2015,Export,3736.698,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2015,Import,19945.324,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2016,Export,3695.371,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2016,Import,23004.338,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2017,Export,21697.603,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2017,Import,29341.698,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2018,Export,29728.578,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2018,Import,36694.997,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2019,Export,88791.941,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2019,Import,25185.046,Manufactured commodities,Food and kindred products,Food preparations and related produ,Soybean oil and byproducts
2008,Export,7080.912,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2008,Import,8688.02,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2009,Export,6603.561,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2009,Import,2250.367,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2010,Export,10496.569,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2010,Import,2350.251,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2011,Export,20029.351,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2011,Import,2998.612,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2012,Export,10866.507,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2012,Import,2705.959,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2013,Export,8931.923,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2013,Import,3835.157,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2014,Export,13576.185,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2014,Import,6170.576,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2015,Export,14082.505,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2015,Import,3729.476,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2016,Export,8402.597,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2016,Import,2773.398,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2017,Export,12121.933,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2017,Import,2540.398,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2018,Export,10252.619,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2018,Import,3869.233,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2019,Export,11612.316,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2019,Import,3655.418,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Vegetable oils and byproducts, exce"
2008,Export,72.6,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2008,Import,323.634,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2009,Export,18.836,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2009,Import,620.437,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2010,Export,155.502,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2010,Import,552.439,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2011,Export,25.867,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2011,Import,641.84,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2012,Export,371.769,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2012,Import,319.338,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2013,Import,420.963,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2014,Export,0.925,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2014,Import,46.833,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2015,Import,919.735,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2016,Export,258.214,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2016,Import,385.226,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2017,Export,525.165,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2017,Import,90.983,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2018,Export,7839.777,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2018,Import,34.131,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2019,Export,16835.417,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2019,Import,182.013,Manufactured commodities,Food and kindred products,Food preparations and related produ,Animal and marine fats and oils
2008,Export,718.959,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2008,Import,8544.035,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2009,Export,426.015,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2009,Import,10873.561,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2010,Export,824.192,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2010,Import,9258.394,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2011,Export,1467.231,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2011,Import,7921.905,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2012,Export,204.817,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2012,Import,6547.671,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2013,Export,332.793,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2013,Import,8064.409,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2014,Export,456.32,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2014,Import,9291.449,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
2015,Export,672.64,Manufactured commodities,Food and kindred products,Food preparations and related produ,"Shortening, table oil, margarine an"
